date,close,high,low,open,volume,vix
2023/4/24,4137.040039,4142.410156,4117.77002,4132.069824,3290940000,16.89
2023/4/25,4071.629883,4126.430176,4071.379883,4126.430176,3978640000,18.76
2023/4/26,4055.98999,4089.669922,4049.350098,4087.780029,3837030000,18.84
2023/4/27,4135.350098,4138.240234,4075.290039,4075.290039,3750550000,17.03
2023/4/28,4169.47998,4170.060059,4127.180176,4129.629883,4087800000,15.78
2023/5/1,4167.870117,4186.919922,4164.120117,4166.790039,3321370000,16.08
2023/5/2,4119.580078,4164.100098,4089.719971,4164.100098,4486130000,17.78
2023/5/3,4090.75,4148.299805,4088.860107,4122.25,4246510000,18.34
2023/5/4,4061.219971,4082.610107,4048.280029,4082.550049,4920090000,20.09
2023/5/5,4136.25,4147.02002,4084.72998,4084.72998,4186270000,17.19
2023/5/8,4138.120117,4142.299805,4123.810059,4136.97998,3641640000,16.98
2023/5/9,4119.169922,4130.350098,4116.649902,4124.25,3810140000,17.71
2023/5/10,4137.640137,4154.279785,4098.919922,4143.740234,4057160000,16.94
2023/5/11,4130.620117,4132.799805,4109.290039,4132.240234,3752900000,16.93
2023/5/12,4124.080078,4143.740234,4099.120117,4138.540039,3533740000,17.03
2023/5/15,4136.279785,4141.25,4110.27002,4126.649902,3562170000,17.12
2023/5/16,4109.899902,4135.540039,4109.859863,4127.950195,3654200000,17.99
2023/5/17,4158.77002,4164.669922,4113.620117,4122.850098,4039080000,16.87
2023/5/18,4198.049805,4202.200195,4153.5,4157.680176,3980500000,16.05
2023/5/19,4191.97998,4212.910156,4180.200195,4204.149902,4041900000,16.81
2023/5/22,4192.629883,4209.220215,4179.680176,4190.779785,3728520000,17.21
2023/5/23,4145.580078,4185.680176,4142.540039,4176.799805,4155320000,18.53
2023/5/24,4115.240234,4132.959961,4103.97998,4132.959961,3739160000,20.03
2023/5/25,4151.279785,4165.740234,4129.72998,4155.709961,4147760000,19.14
2023/5/26,4205.450195,4212.870117,4156.160156,4156.160156,3715460000,17.95
2023/5/30,4205.52002,4231.100098,4192.180176,4226.709961,4228510000,17.46
2023/5/31,4179.830078,4195.439941,4166.149902,4190.740234,5980670000,17.94
2023/6/1,4221.02002,4232.430176,4171.640137,4183.029785,4391860000,15.65
2023/6/2,4282.370117,4290.669922,4241.009766,4241.009766,4454200000,14.6
2023/6/5,4273.790039,4299.279785,4266.819824,4282.990234,3813290000,14.73
2023/6/6,4283.850098,4288.330078,4263.089844,4271.339844,3996560000,13.96
2023/6/7,4267.52002,4299.189941,4263.959961,4285.470215,4537800000,13.94
2023/6/8,4293.930176,4298.009766,4261.069824,4268.689941,3826740000,13.65
2023/6/9,4298.859863,4322.620117,4291.700195,4304.879883,3786510000,13.83
2023/6/12,4338.930176,4340.129883,4304.370117,4308.319824,3945670000,15.01
2023/6/13,4369.009766,4375.370117,4349.310059,4352.609863,4275400000,14.61
2023/6/14,4372.589844,4391.819824,4337.850098,4366.290039,4252110000,13.88
2023/6/15,4425.839844,4439.200195,4362.600098,4365.330078,4176690000,14.5
2023/6/16,4409.589844,4448.470215,4407.439941,4440.950195,6848600000,13.54
2023/6/20,4388.709961,4400.149902,4367.189941,4396.109863,4055790000,13.88
2023/6/21,4365.689941,4386.220215,4360.140137,4380.009766,3709330000,13.2
2023/6/22,4381.890137,4382.25,4351.819824,4355.399902,3511000000,12.91
2023/6/23,4348.330078,4366.549805,4341.339844,4354.169922,6053620000,13.44
2023/6/26,4328.819824,4362.060059,4328.080078,4344.839844,3415030000,14.25
2023/6/27,4378.410156,4384.419922,4335,4337.359863,3573500000,13.74
2023/6/28,4376.859863,4390.350098,4360.220215,4367.47998,3739330000,13.43
2023/6/29,4396.439941,4398.390137,4371.970215,4374.939941,3696660000,13.54
2023/6/30,4450.379883,4458.47998,4422.439941,4422.439941,3923450000,13.59
2023/7/3,4455.589844,4456.459961,4442.290039,4450.47998,2034280000,13.57
2023/7/5,4446.819824,4454.060059,4436.609863,4442.040039,3482620000,14.18
2023/7/6,4411.589844,4422.620117,4385.049805,4422.620117,3682020000,15.44
2023/7/7,4398.950195,4440.390137,4397.399902,4404.540039,3630480000,14.83
2023/7/10,4409.529785,4412.600098,4389.919922,4394.22998,3429600000,15.07
2023/7/11,4439.259766,4443.640137,4408.459961,4415.549805,3624220000,14.84
2023/7/12,4472.160156,4488.339844,4463.22998,4467.689941,3920290000,13.54
2023/7/13,4510.040039,4517.379883,4489.359863,4491.5,3839530000,13.61
2023/7/14,4505.419922,4527.759766,4499.560059,4514.609863,3647450000,13.34
2023/7/17,4522.790039,4532.850098,4504.899902,4508.859863,3538240000,13.48
2023/7/18,4554.97998,4562.299805,4514.589844,4521.779785,4090010000,13.3
2023/7/19,4565.720215,4578.430176,4557.47998,4563.870117,4115670000,13.76
2023/7/20,4534.870117,4564.740234,4527.560059,4554.379883,3761770000,13.99
2023/7/21,4536.339844,4555,4535.790039,4550.160156,3570190000,13.6
2023/7/24,4554.640137,4563.410156,4541.290039,4543.390137,3856250000,13.91
2023/7/25,4567.459961,4580.620117,4552.419922,4555.189941,3812470000,13.86
2023/7/26,4566.75,4582.470215,4547.580078,4558.959961,3990290000,13.19
2023/7/27,4537.410156,4607.069824,4528.560059,4598.259766,4553210000,14.41
2023/7/28,4582.22998,4590.160156,4564.009766,4565.75,3981010000,13.33
2023/7/31,4588.959961,4594.220215,4573.140137,4584.819824,4503600000,13.63
2023/8/1,4576.72998,4584.620117,4567.529785,4578.830078,4042370000,13.93
2023/8/2,4513.390137,4550.930176,4505.75,4550.930176,4270710000,16.09
2023/8/3,4501.890137,4519.490234,4485.540039,4494.27002,4149120000,15.92
2023/8/4,4478.029785,4540.339844,4474.549805,4513.959961,4143310000,17.1
2023/8/7,4518.439941,4519.839844,4491.149902,4491.580078,3493920000,15.77
2023/8/8,4499.379883,4503.310059,4464.390137,4498.029785,3884910000,15.99
2023/8/9,4467.709961,4502.439941,4461.330078,4501.569824,3803100000,15.96
2023/8/10,4468.830078,4527.370117,4457.919922,4487.160156,4504370000,15.85
2023/8/11,4464.049805,4476.22998,4443.97998,4450.689941,3753290000,14.84
2023/8/14,4489.720215,4490.330078,4453.439941,4458.129883,3896410000,14.82
2023/8/15,4437.859863,4478.870117,4432.189941,4478.870117,3832250000,16.46
2023/8/16,4404.330078,4449.950195,4403.549805,4433.790039,3753910000,16.78
2023/8/17,4370.359863,4421.169922,4364.830078,4416.319824,3943700000,17.89
2023/8/18,4369.709961,4381.819824,4335.310059,4344.879883,3940400000,17.3
2023/8/21,4399.77002,4407.549805,4360.299805,4380.279785,3726850000,17.13
2023/8/22,4387.549805,4418.589844,4382.77002,4415.330078,3522760000,16.97
2023/8/23,4436.009766,4443.180176,4396.439941,4396.439941,3837270000,15.98
2023/8/24,4376.310059,4458.299805,4375.549805,4455.160156,3723470000,17.2
2023/8/25,4405.709961,4418.459961,4356.290039,4389.379883,3296180000,15.68
2023/8/28,4433.310059,4439.560059,4414.97998,4426.029785,2957230000,15.08
2023/8/29,4497.629883,4500.140137,4431.680176,4432.75,3354820000,14.45
2023/8/30,4514.870117,4521.649902,4493.589844,4500.339844,3064110000,13.88
2023/8/31,4507.660156,4532.259766,4507.390137,4517.009766,3946360000,13.57
2023/9/1,4515.77002,4541.25,4501.350098,4530.600098,3246260000,13.09
2023/9/5,4496.830078,4514.290039,4496.009766,4510.060059,3526250000,14.01
2023/9/6,4465.47998,4490.350098,4442.379883,4490.350098,3418850000,14.45
2023/9/7,4451.140137,4457.810059,4430.459961,4434.549805,3763760000,14.4
2023/9/8,4457.490234,4473.529785,4448.379883,4451.299805,3259290000,13.84
2023/9/11,4487.459961,4490.77002,4467.890137,4480.97998,3369920000,13.8
2023/9/12,4461.899902,4487.109863,4456.830078,4473.27002,3435740000,14.23
2023/9/13,4467.439941,4479.390137,4453.52002,4462.649902,3529430000,13.48
2023/9/14,4505.100098,4511.990234,4478.689941,4487.779785,3648720000,12.82
2023/9/15,4450.319824,4497.97998,4447.209961,4497.97998,6932230000,13.79
2023/9/18,4453.529785,4466.359863,4442.109863,4445.129883,3161230000,14
2023/9/19,4443.950195,4449.850098,4416.609863,4445.410156,3614880000,14.11
2023/9/20,4402.200195,4461.029785,4401.379883,4452.810059,3308450000,15.14
2023/9/21,4330,4375.700195,4329.169922,4374.359863,3662340000,17.54
2023/9/22,4320.060059,4357.399902,4316.490234,4341.740234,3349570000,17.2
2023/9/25,4337.439941,4338.509766,4302.700195,4310.620117,3195650000,16.9
2023/9/26,4273.529785,4313.009766,4265.97998,4312.879883,3472340000,18.94
2023/9/27,4274.509766,4292.069824,4238.629883,4282.629883,3875880000,18.22
2023/9/28,4299.700195,4317.27002,4264.379883,4269.649902,3846230000,17.34
2023/9/29,4288.049805,4333.149902,4274.859863,4328.180176,3865960000,17.52
2023/10/2,4288.390137,4300.580078,4260.209961,4284.52002,3938660000,17.61
2023/10/3,4229.450195,4281.149902,4216.450195,4269.75,3953830000,19.78
2023/10/4,4263.75,4268.5,4220.47998,4233.830078,3777600000,18.58
2023/10/5,4258.189941,4267.129883,4225.910156,4259.310059,3581470000,18.49
2023/10/6,4308.5,4324.100098,4219.549805,4234.790039,3902030000,17.45
2023/10/9,4335.660156,4341.72998,4283.790039,4289.02002,3174630000,17.7
2023/10/10,4358.240234,4385.459961,4339.640137,4339.75,3520240000,17.03
2023/10/11,4376.950195,4378.640137,4345.339844,4366.589844,3601660000,16.09
2023/10/12,4349.609863,4385.850098,4325.430176,4380.939941,3713140000,16.69
2023/10/13,4327.779785,4377.100098,4311.970215,4360.490234,3566560000,19.32
2023/10/16,4373.629883,4383.330078,4342.370117,4342.370117,3409960000,17.21
2023/10/17,4373.200195,4393.569824,4337.540039,4345.22998,3794850000,17.88
2023/10/18,4314.600098,4364.200195,4303.839844,4357.350098,3686030000,19.22
2023/10/19,4278,4339.540039,4269.689941,4321.359863,3969730000,21.4
2023/10/20,4224.160156,4276.560059,4223.029785,4273.850098,4004030000,21.71
2023/10/23,4217.040039,4255.839844,4189.220215,4210.399902,3776100000,20.37
2023/10/24,4247.680176,4259.379883,4219.430176,4235.790039,3821820000,18.97
2023/10/25,4186.77002,4232.419922,4181.419922,4232.419922,3869370000,20.19
2023/10/26,4137.22998,4183.600098,4127.899902,4175.990234,4277640000,20.68
2023/10/27,4117.370117,4156.700195,4103.779785,4152.930176,4019500000,21.27
2023/10/30,4166.819824,4177.470215,4132.939941,4139.390137,3911140000,19.75
2023/10/31,4193.799805,4195.549805,4153.120117,4171.330078,4249470000,18.14
2023/11/1,4237.859863,4245.640137,4197.740234,4201.27002,4224900000,16.87
2023/11/2,4317.779785,4319.720215,4268.259766,4268.259766,4669780000,15.66
2023/11/3,4358.339844,4373.620117,4334.22998,4334.22998,4570960000,14.91
2023/11/6,4365.97998,4372.209961,4347.529785,4364.27002,3656340000,14.89
2023/11/7,4378.379883,4386.259766,4355.410156,4366.209961,3791230000,14.81
2023/11/8,4382.779785,4391.200195,4359.759766,4384.370117,3729510000,14.45
2023/11/9,4347.350098,4393.399902,4343.939941,4391.410156,3900780000,15.29
2023/11/10,4415.240234,4418.029785,4353.339844,4364.149902,3665080000,14.17
2023/11/13,4411.549805,4421.759766,4393.819824,4406.660156,3326240000,14.76
2023/11/14,4495.700195,4508.669922,4458.970215,4458.970215,4700350000,14.16
2023/11/15,4502.879883,4521.169922,4495.310059,4505.299805,4347170000,14.18
2023/11/16,4508.240234,4511.990234,4487.830078,4497.080078,3964520000,14.32
2023/11/17,4514.02002,4520.120117,4499.660156,4509.549805,3777240000,13.8
2023/11/20,4547.379883,4557.109863,4510.359863,4511.700195,3644790000,13.41
2023/11/21,4538.189941,4542.140137,4525.509766,4538.77002,3511080000,13.35
2023/11/22,4556.620117,4568.430176,4545.049805,4553.040039,3042810000,12.85
2023/11/24,4559.339844,4560.310059,4552.799805,4555.839844,1639500000,12.46
2023/11/27,4550.430176,4560.52002,4546.319824,4554.859863,3403990000,12.69
2023/11/28,4554.890137,4568.140137,4540.509766,4545.549805,3586240000,12.69
2023/11/29,4550.580078,4587.640137,4547.149902,4571.839844,4418760000,12.98
2023/11/30,4567.799805,4569.890137,4537.240234,4554.870117,5399300000,12.92
2023/12/1,4594.629883,4599.390137,4554.709961,4559.430176,4397120000,12.63
2023/12/4,4569.779785,4572.370117,4546.720215,4564.370117,4369910000,13.08
2023/12/5,4567.180176,4578.560059,4551.680176,4557.25,3909950000,12.85
2023/12/6,4549.339844,4590.740234,4546.5,4586.22998,4245680000,12.97
2023/12/7,4585.589844,4590.919922,4565.220215,4568.839844,3818880000,13.06
2023/12/8,4604.370117,4609.22998,4574.060059,4576.200195,3707010000,12.35
2023/12/11,4622.439941,4623.709961,4593.390137,4593.390137,3823210000,12.63
2023/12/12,4643.700195,4643.930176,4608.089844,4618.299805,3808380000,12.07
2023/12/13,4707.089844,4709.689941,4643.22998,4646.200195,5063650000,12.19
2023/12/14,4719.549805,4738.569824,4694.339844,4721.040039,6314040000,12.48
2023/12/15,4719.189941,4725.529785,4704.689941,4714.22998,8218980000,12.28
2023/12/18,4740.560059,4749.52002,4725.580078,4725.580078,4060340000,12.56
2023/12/19,4768.370117,4768.689941,4743.720215,4743.720215,4026970000,12.53
2023/12/20,4698.350098,4778.009766,4697.819824,4764.72998,4201320000,13.67
2023/12/21,4746.75,4748.709961,4708.350098,4724.290039,3431180000,13.65
2023/12/22,4754.629883,4772.939941,4736.77002,4753.919922,3046770000,13.03
2023/12/26,4774.75,4784.720215,4758.450195,4758.859863,2513910000,12.99
2023/12/27,4781.580078,4785.390137,4768.899902,4773.450195,2748450000,12.43
2023/12/28,4783.350098,4793.299805,4780.97998,4786.439941,2698860000,12.47
2023/12/29,4769.830078,4788.430176,4751.990234,4782.879883,3126060000,12.45
2024/1/2,4742.830078,4754.330078,4722.669922,4745.200195,3743050000,13.2
2024/1/3,4704.810059,4729.290039,4699.709961,4725.069824,3950760000,14.04
2024/1/4,4688.680176,4726.779785,4687.529785,4697.419922,3715480000,14.13
2024/1/5,4697.240234,4721.490234,4682.109863,4690.569824,3844370000,13.35
2024/1/8,4763.540039,4764.540039,4699.819824,4703.700195,3742320000,13.08
2024/1/9,4756.5,4765.470215,4730.350098,4741.930176,3529960000,12.76
2024/1/10,4783.450195,4790.799805,4756.200195,4759.939941,3498680000,12.69
2024/1/11,4780.240234,4798.5,4739.580078,4792.129883,3759890000,12.44
2024/1/12,4783.830078,4802.399902,4768.97998,4791.180176,3486340000,12.7
2024/1/16,4765.97998,4782.339844,4747.120117,4772.350098,4260550000,13.84
2024/1/17,4739.209961,4744.22998,4714.819824,4739.129883,3928600000,14.79
2024/1/18,4780.939941,4785.790039,4740.569824,4760.100098,4019000000,14.13
2024/1/19,4839.810059,4842.069824,4785.870117,4796.279785,4287200000,13.3
2024/1/22,4850.430176,4868.410156,4844.049805,4853.419922,4297610000,13.19
2024/1/23,4864.600098,4866.47998,4844.370117,4856.799805,3912800000,12.55
2024/1/24,4868.549805,4903.680176,4865.939941,4888.560059,4330030000,13.14
2024/1/25,4894.160156,4898.149902,4869.339844,4886.660156,4020430000,13.45
2024/1/26,4890.970215,4906.689941,4881.470215,4888.910156,3353400000,13.26
2024/1/29,4927.930176,4929.310059,4887.399902,4892.950195,3525160000,13.6
2024/1/30,4924.970215,4931.089844,4916.27002,4925.890137,3836130000,13.31
2024/1/31,4845.649902,4906.75,4845.149902,4899.189941,4696120000,14.35
2024/2/1,4906.189941,4906.970215,4853.52002,4861.109863,4386090000,13.88
2024/2/2,4958.609863,4975.290039,4907.990234,4916.060059,3974350000,13.85
2024/2/5,4942.810059,4957.189941,4918.089844,4957.189941,4023640000,13.67
2024/2/6,4954.22998,4957.77002,4934.879883,4950.160156,4440880000,13.06
2024/2/7,4995.060059,4999.890137,4969.049805,4973.049805,4895590000,12.83
2024/2/8,4997.910156,5000.399902,4987.089844,4995.160156,4341860000,12.79
2024/2/9,5026.609863,5030.060059,5000.339844,5004.169922,3912990000,12.93
2024/2/12,5021.839844,5048.390137,5016.830078,5026.830078,3805740000,13.93
2024/2/13,4953.169922,4971.299805,4920.310059,4967.939941,4302190000,15.85
2024/2/14,5000.620117,5002.52002,4956.450195,4976.439941,3845600000,14.38
2024/2/15,5029.72998,5032.720215,4999.439941,5003.140137,4137970000,14.01
2024/2/16,5005.569824,5038.700195,4999.52002,5031.129883,3833270000,14.24
2024/2/20,4975.509766,4993.709961,4955.02002,4989.319824,4034880000,15.42
2024/2/21,4981.799805,4983.209961,4946,4963.029785,3788390000,15.34
2024/2/22,5087.029785,5094.390137,5038.830078,5038.830078,4051710000,14.54
2024/2/23,5088.799805,5111.060059,5081.459961,5100.919922,3672790000,13.75
2024/2/26,5069.529785,5097.660156,5068.910156,5093,3683930000,13.74
2024/2/27,5078.180176,5080.689941,5057.290039,5074.600098,3925950000,13.43
2024/2/28,5069.759766,5077.370117,5058.350098,5067.200195,3789370000,13.84
2024/2/29,5096.27002,5104.990234,5061.890137,5085.359863,5219740000,13.4
2024/3/1,5137.080078,5140.330078,5094.160156,5098.509766,4748110000,13.11
2024/3/4,5130.950195,5149.669922,5127.180176,5130.990234,4758440000,13.49
2024/3/5,5078.649902,5114.540039,5056.819824,5110.52002,4418410000,14.46
2024/3/6,5104.759766,5127.970215,5092.220215,5108.029785,4559050000,14.5
2024/3/7,5157.359863,5165.620117,5128.209961,5132.379883,4137980000,14.44
2024/3/8,5123.689941,5189.259766,5117.5,5164.459961,4208870000,14.74
2024/3/11,5117.939941,5124.660156,5091.140137,5111.959961,3896430000,15.22
2024/3/12,5175.27002,5179.870117,5114.47998,5134.299805,4080510000,13.84
2024/3/13,5165.310059,5179.140137,5151.879883,5173.490234,4282890000,13.75
2024/3/14,5150.47998,5176.850098,5123.299805,5175.140137,4687970000,14.4
2024/3/15,5117.089844,5136.859863,5104.350098,5123.310059,7753670000,14.41
2024/3/18,5149.419922,5175.600098,5145.470215,5154.77002,4036220000,14.33
2024/3/19,5178.509766,5180.310059,5131.589844,5139.089844,4031760000,13.82
2024/3/20,5224.620117,5226.189941,5171.549805,5181.689941,4064850000,13.04
2024/3/21,5241.529785,5261.100098,5240.660156,5253.430176,4207730000,12.92
2024/3/22,5234.180176,5246.089844,5229.870117,5242.47998,3374700000,13.06
2024/3/25,5218.189941,5229.089844,5216.089844,5219.52002,3331360000,13.19
2024/3/26,5203.580078,5235.160156,5203.419922,5228.850098,3871790000,13.24
2024/3/27,5248.490234,5249.259766,5213.919922,5226.310059,3850500000,12.78
2024/3/28,5254.350098,5264.850098,5245.819824,5248.029785,3998270000,13.01
2024/4/1,5243.77002,5263.950195,5229.200195,5257.970215,3325930000,13.65
2024/4/2,5205.810059,5208.339844,5184.049805,5204.290039,3886590000,14.61
2024/4/3,5211.490234,5228.75,5194.370117,5194.370117,3703250000,14.33
2024/4/4,5147.209961,5256.589844,5146.060059,5244.049805,4075680000,16.35
2024/4/5,5204.339844,5222.180176,5157.209961,5158.950195,3386780000,16.03
2024/4/8,5202.390137,5219.569824,5197.350098,5211.370117,3278180000,15.19
2024/4/9,5209.910156,5224.810059,5160.779785,5217.029785,3400680000,14.98
2024/4/10,5160.640137,5178.430176,5138.700195,5167.879883,3845930000,15.8
2024/4/11,5199.060059,5211.779785,5138.77002,5172.950195,3509380000,14.91
2024/4/12,5123.410156,5175.029785,5107.939941,5171.509766,3963220000,17.31
2024/4/15,5061.819824,5168.430176,5052.470215,5149.669922,3950210000,19.23
2024/4/16,5051.410156,5079.839844,5039.830078,5064.589844,4006200000,18.4
2024/4/17,5022.209961,5077.959961,5007.25,5068.970215,3596130000,18.21
2024/4/18,5011.120117,5056.660156,5001.890137,5031.52002,3619760000,18
2024/4/19,4967.22998,5019.02002,4953.560059,5005.439941,3878750000,18.71
2024/4/22,5010.600098,5038.839844,4969.399902,4987.330078,3820250000,16.94
2024/4/23,5070.549805,5076.120117,5027.959961,5028.850098,3751400000,15.69
2024/4/24,5071.629883,5089.47998,5047.02002,5084.859863,3656740000,15.97
2024/4/25,5048.419922,5057.75,4990.580078,5019.879883,3958050000,15.37
2024/4/26,5099.959961,5114.620117,5073.140137,5084.649902,3604140000,15.03
2024/4/29,5116.169922,5123.490234,5088.649902,5114.129883,3447450000,14.67
2024/4/30,5035.689941,5110.830078,5035.310059,5103.779785,4082470000,15.65
2024/5/1,5018.390137,5096.120117,5013.450195,5029.029785,4544170000,15.39
2024/5/2,5064.200195,5073.209961,5011.049805,5049.319824,4381660000,14.68
2024/5/3,5127.790039,5139.120117,5101.220215,5122.779785,3924990000,13.49
2024/5/6,5180.740234,5181,5142.419922,5142.419922,3683250000,13.49
2024/5/7,5187.700195,5200.22998,5178.959961,5187.200195,3987890000,13.23
2024/5/8,5187.669922,5191.950195,5165.859863,5168.97998,3842100000,13
2024/5/9,5214.080078,5215.299805,5180.410156,5189.029785,3727370000,12.69
2024/5/10,5222.680176,5239.660156,5209.680176,5225.490234,3617900000,12.55
2024/5/13,5221.419922,5237.259766,5211.160156,5233.080078,4255710000,13.6
2024/5/14,5246.680176,5250.370117,5217.97998,5221.100098,4763580000,13.42
2024/5/15,5308.149902,5311.759766,5263.259766,5263.259766,4360810000,12.45
2024/5/16,5297.100098,5325.490234,5296.189941,5310.069824,3817470000,12.42
2024/5/17,5303.27002,5305.450195,5283.589844,5303.100098,3578120000,11.99
2024/5/20,5308.129883,5325.319824,5302.399902,5305.350098,3420100000,12.15
2024/5/21,5321.410156,5324.319824,5297.870117,5298.689941,3662240000,11.86
2024/5/22,5307.009766,5323.180176,5286.009766,5319.279785,3847130000,12.29
2024/5/23,5267.839844,5341.879883,5256.930176,5340.259766,3869520000,12.77
2024/5/24,5304.720215,5311.649902,5278.390137,5281.450195,3005510000,11.93
